customer_id,age,gender,marital_status,income,credit_score,account_balance,loan_amount,num_transactions,fraud_risk
1,0.8129591733286459,1,0,-0.8892803440251053,1.3623664052915287,-1.3573205188316928,0.935933578474055,0.3826081573277563,0
2,1.6805783551094848,1,1,0.8317860006498096,0.3527555310944586,0.8342386510683505,-0.37863798666307136,1.80990947745813,0
3,0.14555980272800056,1,0,-0.8407424445382835,-0.9390447178781902,-1.6155371061728756,0.23532479098164344,-1.5649901957565464,0
4,-0.7887993161129029,0,1,1.2233731138363968,-1.7291749672498105,1.318342382825089,-1.323816610940675,-1.4243693760392682,0
5,1.079918921568904,1,0,1.1574010843358817,-0.6819388430826631,-1.4571717140447515,1.7185292404531716,0.08027339493560826,0
6,-1.2559788755333545,1,2,1.6945751974683652,-1.616299217339579,-0.8972369347345991,-1.4251354202088085,0.2912046245115255,0
7,-0.38835969375251567,1,1,1.7315793386612888,0.34648465609944573,-1.732984456066837,-1.0868265615338126,1.48648159210839,0
8,0.8129591733286459,0,2,0.39644002208428886,1.1240731554810401,0.5527001761739079,1.1782086172456243,-1.0165689988591615,0
9,-0.5218395678726447,0,1,-1.4953099262315785,-1.0519204677884217,-0.9955519577136108,-1.5559389069853073,0.08027339493560826,0
10,-0.25487981963238665,1,2,-0.3792586202095072,-0.05485134358137721,-1.361929035533834,-1.288351550730141,1.0435260099989636,0
11,-1.055759064353161,1,0,-0.5049552268013429,1.0550935305358988,0.26948587702414123,0.8125012610746475,0.6779118787340405,0
12,-1.055759064353161,1,0,-0.8857561401019697,-0.23043584344173723,-1.405570292182898,-0.8561645914978495,1.7325680266136267,0
13,-0.1881398825723221,1,0,0.4637202787986954,0.15208753125404711,0.20301151489628674,1.4494815581893363,-1.5298349908272268,0
14,0.6127393621484523,0,1,-0.5918321932095486,-1.0895457177584988,-0.9700654638305574,-1.4828530672181088,-1.6071764416717298,0
15,0.8796991103887104,0,2,1.2906266720362343,-0.16772709349160866,0.8449918567066799,-1.400518496062673,-0.2923717773151789,0
16,-0.1881398825723221,0,0,-1.0027490309442433,1.1052605304960017,-0.4179511977119171,0.35117732100272114,-0.45408571999004876,0
17,-1.5896785608336772,0,2,-1.1698283351183527,1.5254091551618632,1.6306043024004728,1.0420506017706723,-1.5720212367424102,0
18,-0.32161975669245113,1,2,-0.010231751833901454,-0.7760019680078559,-1.3194748210656244,-0.7890591344328195,-0.8689171381560193,0
19,-1.6564184978937417,1,0,1.5239716893711202,-0.6443135931125858,-0.6456538184040741,-0.25089423057140287,-0.67204799055183,0
20,-0.1881398825723221,1,0,1.6497750900212327,0.41546428104458716,-1.3916749160658362,1.3080385533496772,-0.5525202937921435,0
21,1.1466588586289685,0,2,1.7741100723700385,0.9673012806057187,0.34580570665202465,0.593174202439306,1.092743296900011,0
22,0.2122997397880651,1,0,-0.7022305509532275,0.29631765613934286,0.5954336946846714,1.174662111224571,-0.16581303956962853,0
23,0.7462192362685813,0,0,-0.2479019285289993,0.8983216556605773,1.4751017767085275,1.6676959874847395,0.2771425425397977,0
24,-1.6564184978937417,0,0,0.9417037851312428,1.305928530336413,0.023698319576612017,1.7267348818352166,-0.6298617446366465,0
25,-0.38835969375251567,1,1,1.720098977396529,0.8481546557004744,-1.7361964525562081,0.5007564278906792,-0.9392275480146585,0
26,0.4125195509682587,1,2,0.7910173689026275,-1.2086923426637433,0.7929714787809954,1.28057051651995,1.015401846055508,0
27,-0.9890191272930965,1,2,0.4248739401004964,-1.0268369678083702,-0.854712894255751,0.20111143877854007,0.5302600180308984,0
28,-0.32161975669245113,0,1,-0.27945957274980426,0.34648465609944573,0.9793371011751589,1.0725088299514838,-1.1501587775905757,0
29,1.1466588586289685,1,2,0.9668804843700067,0.6349449058700373,0.49390667521628867,-0.5177861934891076,0.10136651789319998,0
30,-0.12139994551225756,0,0,-1.4541942137949968,-1.478339967449296,1.0533526724519717,-0.3206421823187864,0.1998010916952947,0
31,1.4803585439292912,1,2,-0.9413157489204935,-1.077003967768473,0.796811909366113,-0.4495681070841393,0.3052667064832533,0
32,0.012079928607871505,0,0,-0.5031664263252058,-0.46872909325222584,0.3939158279819529,-0.7548457822297161,-1.0798483677319366,1
33,1.0131789845088395,0,1,-0.050359619231422466,1.086447905510963,-1.0056069032455552,-0.40721865283273695,-0.6087686216790548,0
34,0.07881986566793604,1,0,0.44302893000755844,-0.06739309357140293,1.5948533849535595,0.162725726550668,-0.8548550561842916,0
35,-0.7220593790528383,0,2,1.6502556632834784,-0.418562093292123,0.3504142233541658,0.46417873834020684,0.17870796873770298,0
36,-0.7887993161129029,0,2,0.0029840128778569636,-0.995482592833306,-1.0961014130330546,-0.7887114377640888,-0.981413793929842,0
37,1.3468786698091622,1,2,0.6610223014651493,0.6286740308750244,0.810288329419344,-1.5940464618781949,-1.5438970727989545,0
38,1.6138384180494203,0,1,-1.4560364113002724,1.6508266550621202,1.0140406284624948,0.008904720304195106,0.1927700507094308,0
39,1.1466588586289685,1,1,-0.09967177564075134,-1.2086923426637433,1.1869996568140657,1.3389835568667117,1.3599228543628397,0
40,1.6805783551094848,0,2,-0.38951084980408346,1.1115314054910144,0.5736479793654586,1.691895675628398,-0.8689171381560193,0
41,-1.5896785608336772,1,0,-0.7070362835756852,1.487783905191786,1.2236583123992797,1.5416907147367247,0.6849429197199044,0
42,0.6794792992085168,1,1,0.6466585006269149,0.6913827808251529,-0.7251856445213286,-0.7273777453999889,-0.3064338592869067,0
43,1.6138384180494203,0,2,-0.9669997199360725,0.4593604060096772,0.13905088915141836,0.48191126844547383,-0.9673517119581141,0
44,-1.322718812593419,0,2,-1.480919426878775,0.12073315627898283,-0.9998113443625595,0.025733239070762214,-0.8970413020994751,0
45,-0.38835969375251567,0,1,0.6963177377256435,-0.11756009353150579,0.063289667608643,-1.6155341160057537,-1.579052277728274,0
